cleaned	prediction
good thing for trump the coronavirus is under control	2
got my dream car! now covid needs to be over so it can be road tripping time  	2
gov cuomo and new yorkers earn high praise from dr fauci. keep it up ny!  fauci holds up new york as model for fighting  coronavirus. they did it correctly    	2
government has introduced the biggest stimulus package in the history of the country to help the nation in this difficult time amid coronavirus  pandemic  	1
grandpa is home thank you to everyone for your kind thoughts and prayers. god is good!!!!	2
graphic how a family gathering turned deadly, ended up infecting 40 people with coronavirus   	0
great article in the irish daily mail continuing the fantastic coverage long covid is getting. thanks to everyone who helps raise awareness by being interviewed sharing articles etc it all helps  	2
great leaders are not born but crafted by a societys needs. by the dint of their will toil  moral rectitude the nation expects exemplary leadership during this catastrophe 	1
great news coronavirus crisis is over we can open up society, open the schools, and get back to work   	2
great to be back in london to reaffirm the special relationship  we share with our closest ally. looking forward to meeting with   and   as we tackle our most pressing global issues in combating  covid 19 and addressing our shared security challenges  	2
greece is only allowing countries that have managed the coronavirus well to visit they have almost no cases. albania yes. the us not allowed.	1
greysanatomy ep confirms season 17 will address coronavirus pandemic  	1
guess who is working crazy night shifts because her coworkers all have covid??  its me hit me up and make me feel better sugardaddywanted  sugarmummyneeded  plussize essentialworker 	0
had a great time outdoor dining with michaela at the local 217 taproom kitchen in albany. thanks to owner susie for the great food, being a model of perfect covid  safety compliance  	2
has anyone else noticed that the europe is not experiencing a second wave of  covid infections? apparently covid is magical here. either that or we have an election in november	0
has done tremendous job during this covid 19 pandemic and still doing without any leave. we perform our duties faithfully in this risky situation 	2
he gave us joy and happiness many times when we are in sadness and now he need us he need our prayers. we will pray for you. you will be healed in jesus name. amen.    	2
he got the covid 19  	1
health authority order if you or someone in your house have tested positive for covid 19 you are hereby ordered to comply with the following requirements. failure to comply may result in criminal prosecution  	1
health experts warn of the potential for covid19 spread when president trump resumes his rallies next weekend in oklahoma. trump plans to speak before supporters indoors at a 19,000seat arena in tulsa on saturday.  	0
hear gov parson discuss the inevitability of kids getting covid  at school for yourself  	1
hello  im  16 years old i have two other siblings  an eleven year old and a one year old. our father tested positive for covid 19 and hes already a dialysis patient, he has chronic kidney disease stage 5 unfortunately hes the breadwinner in our family and cant get by without him. pray for my family	0
help us help you stay safe in hospital ⊓ when you come to hospital for planned and outpatient care as a visitor, you will need to wear a face covering. by doing so you are helping to reduce the risk of spreading coronavirus and keeping our hospitals safe. @stopfordians #hospital 	1
here are 10 signs you may have covid 19. shortness of breath, fever, dry cough, chills, body aches, sudden confusion, digestive issues, pink eye, loss of smell, taste, fatigue, headache, sore throat, congestion  	1
here⊙s maybe the most revealing fact about how health insurance corporations really see the current climate in america: they⊙re reaping massive profits this year. in the middle of a pandemic that⊙s devastating communities of color. 89 	0
hey guys so i have a bagel business based in east london dagenham if you could like and retweet that would be great! i started in march this year but stopped due to covid and i thank god that the orders have been coming in since opening back up 2 weeks ago. because of your help i can keep my business up and running!!	2
highly anticipated oxford vaccine results are out human trials provoked exactly the immune response scientists wanted. side effects are minor and can be treated with paracetamol. top expert says possible restricted release by december. this is a step in the right direction for sure 	2
hillary clinton questions how anybody with a beating heart and a working mind can still support trump after disastrous coronavirus and protest response 	0
hope yall staying safe? wash your hands and dont forget to rock your mask too coronavirus is real. 	1
hotel operators are installing stickers on floors to promote social distancing. hand sanitizer dispensers will be placed throughout buildings. at least one hotel moved its lobby to a less crowded location, while others have spaced pool furniture far apart. 	1
how corona virus ruined whole year 	0
how depraved do you have to be to attack the nations leading doctors like dr fauci and to keep covid data from the cdc?? donald the dope is a drug addled trainwreck 	0
how does the cdc accidentally combine viral and antibody tests in major states to wildly overinflate new covid cases? they know those two are not the same thats not a mistake thats willful fraud with the intent to harm the economy by fear or lockdown	0
how does the minister explain reports that contracts at the value of more than 830 million had been awarded to at least 12 different companies for ppe which has never materialised 	0
how they bought a house during the pandemic. you might be surprised by the upsides of homebuying amid the coronavirus  pandemic  	2
how to deploy rpa responsibly in the covid 19 era  	1
hydroxychloroquine rated most effective coronavirus treatment, poll of doctors finds	2
i actually think 2020 offers a unique opportunity for change. the australian bushfires should change the conversation on the environment, coronavirus should change the conversation on economic inequality and george floyd should change the conversation on racial inequality.	2
i didnt realize how mouthy yellowbreasted chats are! a rarely seen bird for me now common this year thanks to changing habits in our new coronavirus world 	2
i dont comment on royal family too often but here goes prince charles jumped the queue, prince andrew is a wrong un and coward who wont face justice, prince william thought coronavirus  was exaggerated and yet prince harry is seen as liability	0
i got a call asking for me and they told me that i had tested positive. i was like positive for what then the lady said for covid  and i said thats impossible i never got tested maam	1
i got a covid test in brooklyn on monday they told me i should expect results in 35 days 	1
i got covid symptoms in march no community testing back then but they were typical of so called mild version. 4m on i still cant do mild exercise and get weird leg chest tightness on and off its like nothing ive had before not trying to scare u just pls dont laugh it off	0
i have an idea lets start reporting the number of kids that go missing daily the same way we report covid numbers. maybe that would get peoples attention	0
i hope fake doctor rand paul gets covid  twice. he needs to shut his stupid kentucky mouth	0
i hope they choose a new actor for the role of dr fauci on next season of  coronavirus	1
i mustache you a question are you sick and tired of this covid mess  	1
i need londoners to be part of shaping our city's recovery from #covid19 . what do you want us to change about life here, as part of the recovery? let us know:	1
i raised three children. when they were sick i never took them to a politician. listen to docs science and data 	1
i really appreciate and admire his leadership during the fight against coronavirus. he is an amazing leader. great leader 	2
i remember when cnn had her on panel of medical experts discussing the  coronavirus. why is she such an expert on climate change and the coronavirus? because theyre both scams scamdemic	0
i tested negative for covid after 12 days. thank u everyone for your support! i watched the doctors, nurses, staff, the microbiology team of the silchar medical college closely. they are very efficient. i thank them for taking good care of me  	2
i was a military covid planner trust me texas is in deep deep trouble    	0
i wish speedy recovery from covid 19. nigeria is eternally grateful for his diligence in attracting international support to defeat the pandemic and boost the economy. he has been a tireless worker and strong pillar of our administration	2
i wish you all a nice week let us both be careful of coronavirus	2
i wish you all a nice week. let us both be careful of coronavirus covid19. 	2
i wonder if this digital marketing strategy slide was created pre or post covid     	1
i worry that the recognition we gave to passing 100,000 americans killed by coronavirus also marked the end of many peoples continuing concern about the pandemic. 13,000+ have died just since that moment. this isnt done. we cant just stick our heads in the sand.	0
i wrote about the growing freakout that covid 19 immunity doesnt last more than a few weeks and vaccines might not work. this stuff is very complicated but my hope is my story will make you feel a little more informed and a lot less freaked out	1
i'm coronavirus free 14 days since first symptoms 	2
if covid doesnt kill us woke will. everything is so serious now were afraid to laugh afraid to make the joke in case we end up in jail or as social pariah writes  	0
if i ever die from covid please know that my dying wish is that my corpse be catapulted at high speed directly into mitch mcconnells bedroom window at 3 am	1
if masks block covid put masks on prisoners and stop releasing them. maybe we wouldnt have the 300 increase in violent crime	0
if masks prevent covid why are we locking down businesses and releasing prisoners?? you democrats are so full of sht i can even smell you with my mask on	0
if there was a mistake to be made in this pandemic america has made it 	0
if trump was as tough on covid as he is on portland graffiti maybe there wouldnt be almost 140000 dead americans. trump get your priorities straight and wake up	0
if we had a president who told people to wear masks, less americans would end up dying of coronavirus	0
if yall leftists are so scared of inperson voting because of  covid 19 how bout we just postpone the election until it goes away for good	1
if you reverse the word coronavirus you get surivan or oc translatation from hindi to english means sunrise & eye. #conspiracytheory #illuminati #coronavirus 	1
if you think the very same media who lied consistently for years about russian collusion wont paint a false narrative about covid to defeat trump in 2020 then youre beyond help	0
if you think you dont know anyone who has had covid  think again you know me i had it in late march, early april. we werent sure because there werent enough tests now its verified today my blood work shows strong igg antibodies. it was awful wear a mask please    	0
if youve been tested for  covid 19 please stay at home while you await the results	1
illegal immigration is a huge problem that no one is talking about because of corona virus . we need to bring attention back to our borders and back to the crisis of illegal immigration. our immigration system is broken and it must be fixed! #putsouthafricansfirstnow	0
iloilo planning to have a covid  lab test on its international airport to trace the virus immediately for inbound and outbound passengers 	1
im coronavirus free 14 days since first symptoms	2
im in the hospital again i was in the covid unit for over a week got out now i have blood clots in my lungs legs and arm. covid is not like the flu	0
im sick of being told to protect people whove made no effort to protect themselves. i wont be wearing a compliance muzzle. if you think covid will finish you off then dont go out  	0
in #usa the view of #china has also followed a trend among both sides 	1
in a matter of months, the covid19 pandemic has brought the academic job market close to collapse in many parts of the world.  	0
in california fall and winter high school sports are moving to the spring due to  covid 19  	1
in covid his smart lock down was appreciated on the world level        	2
in nigeria they asked him to come defend some monies spent on covid19 management 	1
in one south texas county 85 infants under the age of 1 have contracted the new coronavirus as the state struggles to contain a skyrocketing increase in cases  	0
in opinion if the united states had the coronavirus death rate of the average femaleled country, 102,000 american lives would have been saved out of the 114,000 lost, @nickkristof writes  	1
in the rush to return to normal, use this time to consider which parts of normal are worth rushing back to 	2
in the words of my friend the late great the devil went down to georgia  	1
in wales, we⊙re making sure children who receive free school meals will receive this support now and through the summer holidays. for further information on eligibility and how to apply, please see below  	1
india is having daily 40k covid 19 cases and presently 3rd worst hit country in world. without thinking about the consequences of  covid 19 they took such an arbitrary decision and are putting their people at even more risk	0
india is the third most worst country hit with covid. facing health care and economic crisis, instead of tackling the crisis, the govt wants to conduct exams in the crisis. if the exams are conducted it is going to add more miseries to the crisis	0
india: protect yourself and others from coronavirus . 	1
indias covid crisis its difficult to get tested , its difficult to get ambulance, its difficult to get hospital beds, its difficult to pay hospital bill.  what is the situation in ur city town village? please reply, let others know covid reality 	0
indonesia #covid19 daily people tests stats: until today updates indonesia has tested total 287,478 people with result of 34,317 total positive cases, with 11.93% positive rate. below is charts of people tested per day. #covid19indonesia 	1
iran is struggling to maintain its influence over iraqi militias since the killing of a top iranian general and top militia leader in a u.s. drone strike. irans economy is being hammered by the combination of u.s. sanctions and the coronavirus pandemic.  	0
isnt it time we take big money out of politics please help send me to washington to continue to fight for freedom liberty and the american dream   	1
it has been over three months since senate republicans have considered major covid relief legislation while americans face this public health and economic crisis  	1
it is a promising vaccine candidate and if they succeed it may be ready by december 2020 then our children can safely go back to classes. may god heal the world  	2
it is extremely unfair to conduct exams during the covid 19 pandemic ugc must hear the voice of the students and academics exams should be cancelled and students promoted on the basis of past performance         	0
it is not good news. by and large older children 1019 appear to spread disease at rates comparable to adults though younger children may be less likely to transmit the provides context 	0
it is with great joy i want say that many people are getting cured from corona virus . but hey! dont you want more people to live with relief ?! help now, they need you! help us spread the cure! donation for plasma! #donateplasmaforhumanity 	2
it is with great joy i want say that many people are getting cured from coronavirus. but hey dont you want more people to live with relief? help now they need you. help us spread the cure donation for plasma 	2
it may not look much but theres been a 38% decrease in the 7 day average of uk reported coronavirus covid19 infections over the last 2 weeks. 	2
it was not okay four years ago when donald trump said he might not accept the results of the election. when he says that now as president it is a dangerous affront to our democratic system and a slide toward totalitarianism we cannot take this lightly 	0
its good to see that government has postponed all the ssc examinations which are going to held in the month august   	2
its not greatness that tackles outbreaks, its ingenuity. this story outlines how rwanda, a middle income country in east africa, has crushed the coronavirus with only a tiny fraction of the means and resources available in places like the us  	2
its okay if you cant start a personal project while a global pandemic is happening. everyones  experience through this time is their own. stay positive	2
its people like her that increase our nations risk to 2nd wave. shame on you ms and shame on yr friends family cafe who allowed her in, didnt report when shes supposed to be under quarantine. stricter measures needed  covid 19 is still out there    	0
its time to block those airways to reduce oxygen, to weaken those immune systems, to get you nice and vulnerable for that second wave coming this fall. get ready for more fake testing, fake numbers in the news, more motorcycle crash covid deaths	0
its worth remembering how often @realdonaldtrump has misled american about #covid19 .  	0
itzan escamilla testing for coronavirus before starting filming season 4 of #elitenetflix 	1
joe biden has a plan to defeat covid 19. it starts w dr fauci. will ask him to extend his service to 6 presidents by serving one more. dr fauci will have full access to the oval office  an uncensored platform to speak to the u.s. 	1
joe biden has increased his lead over trump to 12 percentage points in michigan, where voters are unhappy with trumps response to the coronavirus pandemic, according to a new poll. #biden2020 	1
joe biden says trumps handling of the coronavirus pandemic was almost criminal.  	0
just got my coronavirus test results 	1
just had delivery of my doctor who face mask so now i can exterminate coronavirus ! 	2
just here trying to remain soft, trying to remain strong, trying to remain grounded, trying to remain flexible, trying to remain light, trying to remain whole, figuratively, literally, all of these things. this is a great time to reflect and for self growth	2
just in a coronavirus vaccine the university of oxford is developing with astrazeneca plc showed promising results in early human testing a sign of progress in the highstakes pursuit of a shot to defeat the pathogen 	2
just in michael v tests positive for covid 19  	1
just in: moderna plans to start its phase 3 coronavirus vaccine trial in july, @megtirrell reports.   	2
kansas gop leadership just successfully blocked medicaid expansion for another legislative session ⊔ in the middle of a pandemic and economic crisis. that⊙s so deeply irresponsible. #kssen #ksleg 	0
keep a safe physical distance and ive just witnessed a group of ladies kissing each other, shaking hands, having close conversations unmasked in a cafe in bangsar its as though covid 19 never existed  	0
kindly cancel the compartmental examinations where the covid cases are rising drastically. how can the board even think of conducting the exams? who will be responsible if a child gets into the trap of covid??	0
kudlow to @jaketapper : ⊜hospitalizations may be going up but that⊙s because elected procedures are now permitted.⊝ texas has reported the number of those hospitalized with coronavirus is at an alltime high. arizona warned that its icu⊙s are filling up with covid19 cases.	0
kudlow: there⊙s no 2nd #coronavirus spike, were not shutting down #economy 	2
l.a. county coronavirus update: highest singleday total of new cases since pandemic began   	0
large stores like walmart, sams club, and kohls have made face masks mandatory in their stores to help prevent a rise in  coronavirus  cases. many states have already mandated the use of masks but florida the new  coronavirus hotspot in the us still hasnt  	1
last night at kid rock⊙s big honky tonk and rock n⊙ roll steakhouse in nashville, tn. nashville is in phase 2, allowing restaurants and retail stores to open at 75 percent capacity, while bars remain closed. how is this even legal? #covid #coronavirus 	0
last night on @maddow i had the chance to lay out where this #covid19 crisis was back in february, where the #pandemic is now and, tragically, where were headed. 	1
last sunday germany pop 802m had 159 new cases of covid 19. florida pop 215m had 15300	1
latham, ny, united states 06.11.2020 ny responds to coronavirus with 3,620 troops. 	1
let me show my biggest flex of 2020. even though its a shitty year thanks to covid but this precious girl of mine came into my life this year teehee   	1
lets acknowledge that dan andrews is doing a great job locking down covid. hes not just fighting a highly infectious deadly disease hes also fighting his political opponents trying to undermine his efforts and the media narrative damming him whatever he does	2
like old times: more than 20,000 fans packed a new zealand stadium for a rugby match this weekend. no masks, no social distancing. fans cheering and drinking beer. the nation has had remarkable success against the coronavirus .  	2
lincoln project will target desantis and other maga governors in texas and georgia and arizona. they were so afraid of offending the president that they were literally willing to sacrifice their citizens as opposed to doing the right thing with the covid 19	0
linkedin has announced that it will cut around 960 jobs due to the coronavirus pandemics impact on hiring  	0
look after yourself both body and mind. look out for each other. be caring. be kind 	2
los angeles mayor eric garcetti on sunday said la opened too quickly and again warned that the city was close to imposing some type of new stayathome order as coronavirus cases continued to spike  	0
love all these articles about overcoming coronavirus anxiety. the best way would have been a competent government	2
lrh peshawar starts virtual meetings of coronavirus patients with their families. an old man on a live video with his son. other hospitals must also initiate such steps. 	1
mailin voting is the exact same thing as absentee ballots which trump and his entire family uses. everyone should be able to use mailin voting this november to protect themselves and their families during the  covid 19 pandemic	1
major relief brought in gst filings for small taxpayers in wake of coronavirus  pandemic	2
major relief brought in gst filings for small taxpayers in wake of coronavirus pandemic. 	2
marks spencer to cut hundreds of jobs as coronavirus hits sales  	0
masses of tourists in venice during  coronavirus   	1
massively encouraging news 	2
maybe its bc i saw what my parents went through when my brother died but the school reopening is really making me upset in a way nothing has since covid started. i feel like so many families are being tricked by trump and devos into the kind of loss a person cant get over	0
memory researchers say these months will become a blur for those of us isolating at home 	1
michael v fondly known as bitoy announced on his youtube channel that he tested positive for  covid 19  	1
minnesota continues along a generally positive covid  path  	2
minuchin and the trump administration refuse to reveal who got the 500 billion in aid. why don⊙t we call this what it is white collar looting but its billions they are stealing #endtrumpswaronamerica 	0
missouri governor mike parson these kids have got to get back to school and if they do get covid 19, which they will, and they will when they go to school, theyre not going to the hospital  theyre going to go home 	1
more than one in three covid cases admitted to mexican hospitals die. a big factor people are so scared of hospitals they wait until they are seriously ill before being admitted  	1
mr president your ignorance isnt a virtue or a sign of your strength its undercutting our response to this unprecedented crisis at every turn and its costing americans their jobs and their lives 	0
ms. eileen stein said it perfectly: i dont have enough adjectives. he is one of the finest people in the world. 	2
much needed me time  during this time of self isolation. i guess quarantine has its perks	2
my brother sp  has made a freaking video that explains the dire situation of students. say no to exams in covid situation exams in covid a suicide    	1
my favourite part of canadas covid response is our government officially recommends using glory holes for sex    	2
my great uncle stanley passed away last night at the grand old age of 98. heres the thing, he was rushed into hospital with pneumonia and they put on the death certificate that he died with covid 19. now i know its all bollocks. a scam	0
my husband recovered from coronavirus taking #hydroxychloroquine and #azithromycine	2
my mom is fighting  covid 19 in the hospital, my aunt too. my grandpa uncle and childhood neighbor passed on yesterday. please keep us in your prayers	1
near 80% of people would personally do as much for climate as they have for coronavirus . via @forbes 	1
nearly 1,000 americans are still dying every day from coronavirus . this pandemic is not over. well check in wmedical experts tonight during our special @cnnsitroom 710pm et. here are the latest numbers of u.s. deaths: june 9 983 june 10 ⊓ 930 june 11 ⊓ 896 june 12 851	0
nearly 1400 californians with ancestry in the pacific islands have been infected with the coronavirus  and its killing them in disproportionate numbers  	0
negative for coronavirus but still positive for being a bitch   	1
netanyahu says public carelessness driving coronavirus infections up 	0
new as outbreak goes further out of control trump asks mcconnell to zero out funds for testing contact tracing	0
new covid 19 data at 20200721 013001 am edt 	1
new jake paul song isnt good and he most likely spreaded coronavirus to make this music video so thats a dislike from me bro	0
new pres trump says he is restarting coronavirus briefings. i think its a great way to get information out to the public, he says, adding we had a lot of people watching in the history of cable television. theres never been anything like it  	2
new study indicates mutation d614g: may stabilize & number of spike proteins may chance #sarscov2 infects a cell but the study is: lab based not yet peer reviewed more research needed to assess validity & any conclusions about infectivity. nytimes.com20200612sci encecoronavirusmutationgeneticsspike.html   ⊦	1
new zealand an astonishingly beautiful country free from coronavirus 	2
new zealand goes 20 days with no new coronavirus cases 	2
new zealand has successfully wiped out coronavirus after the final person known to have been infected has recovered	2
new zealand lifted all domestic coronavirus restrictions on monday after its final covid19 patient was given the all clear, with prime minister jacinda ardern revealing she danced around her living room when told about the milestone.  	2
new zealand lifts all social and economic restrictions except border controls after declaring it is free of the coronavirus , one of the first countries in the world to return to prepandemic normality   13 	2
new zealand prime minister jacinda ardern has announced that almost all coronavirus restrictions in the country will be lifted tomorrow, after it reported no active cases.  	2
new zealand prime minister jacinda ardern says she did a little dance after she announced there were no active cases of coronavirus in the country   	2
new zealand, an astonishingly beautiful country free from coronavirus covid19. 	2
new zealand, which has had no active coronavirus cases in three weeks and only 22 deaths in total, welcomed back sports with fans. : @southernscoop 	2
new zealands prime minister jacinda ardern says shes confident the country has halted the spread of the  coronavirs  after the last known infected person in the country recovered. it has been 17 days since the last new case was reported there	2
new zealands prime minister jacinda ardern says shes confident the country has halted the spread of the coronavirus after the last known infected person in the country recovered. it has been 17 days since the last new case was reported there.  	2
news as andrew cuomo and new york democratic legislators passed legislation shielding nursing home ceos from covid  lawsuits. the health care industry lobby group that drafted the bill delivered 260000 to ny democrats political machine  	1
news india is at 3rd position in the world with more than 115 lakh coronavirus  cases and amit shah says we are at good position   	2
news more than 15 tons of medical supplies to fight covid 19 arrive in venezuela from turkey 	1
neymar is back in paris after being nearly three months in brazil due to the coronavirus . 	1
nhl statement on covid 19 testing results  	1
nicki pregnant, kanye acting up again, covid still here, and rihanna still aint drop no album  	1
no coded messages or secret sex dens in the basement of a dc pizza parlor just good old fashioned sexual harassment, sex trafficking, and retatiation at foxnews. no wonder they are too busy to report about the  coronavirus     	0
no deaths of people with #coronavirus have been reported in london in the last 24 hours, nhs england says  	2
no one talks about unplugging two days out of the city, i forgot all about covid, soy consumption, and fear mongers	1
northern ireland records zero deaths related to coronavirus for the fourth day in a row.   	2
not only have there been no deaths from #coronavirus in scotland in last 24 hours, there are now only 7 people with covid still in intensive care in whole country. none outside lothian praise where praise is due to nhs, carers and .. yes ... @scotgov	2
not only have there been no deaths from coronavirus in scotland in last 24 hours there are now only 7 people with covid still in intensive care in whole country. none outside lothian. praise where praise is due	2
not only have there been no deaths from coronavirus in scotland in last 24 hours, there are now only 7 people with covid  still in intensive care in whole country. none outside lothian. praise where praise is due to nhs carers 	2
not only is this kenyan landlord not asking for rent from his tenants who have lost out because of the virus, hes also giving them food parcels 	2
not trying to engage in conspiracy talk but my friend was tested for covid yesterday and literally the test was just a doctor asking what her favorite movie was she said breakfast club he said you have covid 	0
nothing like slowly choking to death from covid 19 while emergency services cant even get to your house in a hurricane. will anyone take any responsibility at all?  52traitors dont forget that list maybe someone will hold them responsible i dont have that power	0
now the research from who is showing that the risk of asymptomatic people transmitting coronavirus is extremely rare. if that is true that means we do not need social distancing masking and it means that we can reopen america and get back to life as normal reopenamerica	1
now the research from who is showing that the risk of asymptomatic people transmitting coronavirus is extremely rare. if that is true, that means we do not need social distancing, masking and it means that we can reopen america and get back to life as normal. #reopenamerica	2
nursing homes have proven to be some of the most vulnerable places for spreading the novel coronavirus , yet some states across the country are providing perverse incentives for bad nursing homes to take covid19 patients. 	0
ny times sued for 10 million for making up covid 19 story  	1
official flag of 2020 coronavirus   	1
oh look. coronavirus didnt go anywhere. were all still dying. nice of trump and the gang to just ignore it. @realdonaldtrump , #killingamerica , one day at a time! good times america! good times!!!   ⊦	0
oh wow this also seems very hopeful!	2
ohio! watch this video. the trump recession didn⊙t start because of #coronavirus . it was in full swing in 2019. trump promised to bring jobs back to your state. he failed. bigly. #demcastoh 	0
older children spread the coronavirus  just as much as adults large study finds     	1
once again trump admin is not prepared. why wasn⊙t this anticipated? remdesivir, the only drug known to work for covid19 treatment will run out at the end of this month. guess it⊙s not one of jared kushner⊙s ⊜success stories⊝ 	0
one of my long time favourites copenhagens pedestrian friendly transformation didnt happen overnight but are we now seeing this kind of urban transformation in weeks or months instead of years or decades because of coronavirus?	2
one of my longtime favourites #copenhagen s pedestrianfriendly transformation didnt happen overnight. but are we now seeing this kind of urban transformation in weeks or months instead of years or decades because of #coronavirus ? ht @citiesforpeople . 	2
one of the greatest assets we have to stop the  coronavirus spreading is you!! please stay local making sure that youre keeping 2 metres apart and washing your hands regularly especially when you return home. with your help we can keep wales safe!!!!	2
one of the greatest assets we have to stop the coronavirus spreading is you. please stay local, making sure that you⊙re keeping 2 metres apart, and washing your hands regularly, especially when you return home. with your help, we can #keepwalessafe . 	2
oops, they did it again: the simpsons mightve predicted coronavirus & riots in the us, media claims #simpsonspredictions  	1
other countries responded quickly and aggressively to combat the spread of  coronavirus they have seen much success	2
other countries responded quickly and aggressively to combat the spread of coronavirus 	2
our amazing police have responded to unprecedented challenges during coronavirus . to recognize their immense efforts we will be increasing their pay this year to everyone in the policing family. thank you  	2
our enemies will speak a lot but the reality remains that tanzania is safe and that is why none of us here is putting on a mask. does it mean we are not afraid of dying? no it is because coronavirus has been eliminated magufuli said  	1
our kids shouldnt be collateral damage for reelection campaign. even if kids arent hospitalized from covid 19 they will spread it to teachers, parents, grandparents and others who are at greater risk. this isnt the leadership missouri families deserve  	0
out of boredom during covid im going to post a bus pic of the day no caption starting today  	1
oxford scientists working on coronavirus  vaccine near breakthrough on antibody treatment    	2
oxford scientists working on coronavirus vaccine near breakthrough on antibody treatment 	2
painting this frame from fallen angels is the first creative thing ive started and finished during covid   	1
pakistan recorded 5,834 coronavirus cases in a single day on june 10. in march, italy was recording over 6,000 cases in a day. 	1
people don⊙t just burn down a wendy⊙s like this out of normal anger and frustration. we have reached a boiling point in our country when it comes to racial and economic injustice. the coronavirus shutdown and the uncertainty for our future is the perfect formula for a revolution.	0
perhaps our number one problem today is  covid   	1
permanent lung damage inflammatory syndromes and damage to the heart are all things weve seen in people post covid. these are effects that may frankly be more of a risk to young people and children who are more likely to survive	0
picture of a covid19 infected lung belonging to a previously healthy american woman in her 20s. the woman had to transplant both of her lungs after catching the virus. the successful surgery took approximately 10 hours: nytimes 	1
please just wear a mask we can do this 	2
pleased to know that is covid  negative now and doing good  	2
pls be done covid i wanna get pierced again  	1
positive results have now been reported from earlystage trials of four vaccines 	2
president donald trump is clinging to the false notion that the coronavirus will just disappear. thats the finding of an apfactcheck  	0
president trump asked to see the covid death chart here you go 	1
president trump is planning to hold his first rally of the coronavirus era on june 19 in tulsa, oklahoma. he says hes also planning events in florida, texas and arizona.  	1
president trump is set to begin holding large political rallies this month, despite the ongoing pandemic. his campaign did not comment on the specifics of safety protocols.  	1
president trump will hold a campaign rally next week at a venue in tulsa, okla., that can hold 19,000 people. a disclaimer says attendees cannot sue the trump campaign if theyre exposed to covid19 at the rally.  	1
president, vice president, secretary mnuchin talked additional coronavirus relief and progress toward a vaccine this morning in the oval office	1
prime minister imran khan on friday sounded optimistic that war against coronavirus will be won with the united resolve of the nation	2
productive meeting of the @whitehouse coronavirus task force today. we remain focused on opening up america again and ensuring that all states have the resources they need.	2
productive meeting of the coronavirus task force today. we remain focused on opening up america again and ensuring that all states have the resources they need	2
psycho terrorist attack, she dealt with it. volcanic eruption, she dealt with it. Coronavirus, you guessed it she dealt with it. new zealand is officially corona free and that too with a strong af economy. Btw, she did all this while raising a newborn too	2
psycho terrorist attack? she dealt with it. volcanic eruption? she dealt with it. corona virus ? you guessed it, she dealt with it. new zealand is officially corona free and that too with a strong af economy! btw, she did all this while raising a newborn too. #jacindaardern 	2
really positive suggestions here in the neus 10point national education recovery plan	2
really positive suggestions here in the neus 10point national education recovery plan   ⊦	2
record increase of 40000 coronavirus cases takes indias tally beyond 11 lakh. death toll rises to 27497 with 681 new fatalities. still ugc wants to conduct exams are these statistics not enough to cancel them?? Irresponsible	0
remember: florida ordered coroners to stop releasing #republicansvirus death data: report   ⊦	1
reopening schools will be much harder or impossible if covid continues to spread explosively. wear a mask correctly wash your hands watch your distance our kids future depends on it 3ws	0
repeat after me i refuse to watch trumps coronavirus task force tv show	0
reported u.s. coronavirus deaths  feb 19 0 deaths mar 19 195 deaths apr 19 40677 deaths may 19 91921 deaths jun 19 119112 deaths jul 19 140500 deaths	1
reported us coronavirus deaths: mar. 10: 31 deaths apr. 10: 18,758 deaths may 10: 79,525 deaths june 10: 112,895 deaths	1
researchers ask if survivor #plasma could prevent coronavirus @jamacurrent 	1
results from trials involving three different coronavirus  vaccines all showed positive results with evidence the vaccines can produce immune responses that would be expected to protect people against infection. more research will still be needed  	2
robredo releases list of suggestions for govt as part of covid 19 response  	1
satellite images of packed wuhan hospitals suggest coronavirus outbreak began earlier than thought 	1
scientific report shows that the mask mandate is successfully slowing the spread of  covid 19 in north texas  	2
scoop: trump to restart rallies within next 2 weeks a decision that turning point since the coronavirus shut down traditional campaigning this spring. more >> 	1
scotland reports no new coronavirus deaths in last 24 hours. 	2
seattle #coronavirus survivor given $1.1 million hospital bill with over 180 pages of charges. story:   	1
seattle coronavirus survivor gets a $1.1 million, 181page hospital bill 	1
seems like a good time to remind folks of this 	1
selling wristband to raise money for 1. the family of recently deceased lisa mccullagh 2. the family of george floyd 3.   san francisco 4. @nhscharities 5. @nycmayorsfund 6. mayorsfundla 7.⊦ 	1
sen romney unloads over coronavirus testing failures. its very frustrating to me that people go to get a test and have to wait 45 days to get the results. that really removes, in some respects, the whole value of testing	0
sending you love if you just started quarantining and are feeling antsy	2
seriously q what he have done other than spend our money, lose allies, send children to concentration camps, free criminals, infected 3 million plus americans with covid , unemployed more severe that in the great recession, let russians kill our soldiers soldiers for saudis  	0
shame on you ron desantis. one of the protesters shouted youre lying to the public 	0
shehnaaz gills rendition of moutain dew anthem pays tribute to covid 19 heroes. see here  	2
since the signing of #schengen treaty 35 years ago today, citizens have learned to enjoy the value of freedom of movement in the eu. i am happy that after the restrictions imposed by the #coronavirus pandemic, borders are now reopening across the schengen area and the eu. 	2
